text,target,pred
部分,"['NA', 'fen']","['NA', 'fèn']"
分行,"['fēn', 'háng']","['fēn', 'xíng']"
分色,"['fēn', 'sè']","['NA', 'sè']"
分缝,"['fēn', 'fèng']","['fèn', 'féng']"
分给,"['fēn', 'gěi']","['fēn', 'NA']"
分泌,"['fēn', 'mì']","['fēn', 'NA']"
分散,"['fēn', 'sàn']","['fèn', 'sàn']"
分<unk>,"['fēn', 'miǎn']","['fèn', 'NA']"
分句,"['fēn', 'jù']","['fèn', 'jù']"
分为,"['fēn', 'wéi']","['fēn', 'wèi']"
几分,"['jǐ', 'fēn']","['jǐ', 'fèn']"
大辟,"['dà', 'pì']","['dà', 'NA']"
大调,"['dà', 'diào']","['dà', 'NA']"
大脚,"['dà', 'jiǎo']","['dà', 'NA']"
大片,"['dà', 'piàn']","['dà', 'NA']"
大炮,"['dà', 'pào']","['dà', 'NA']"
大汗,"['dà', 'hán']","['dà', 'NA']"
大正,"['dà', 'zhèng']","['dà', 'NA']"
大校,"['dà', 'xiào']","['dà', 'NA']"
大数,"['dà', 'shù']","['dà', 'NA']"
大兴,"['dà', 'xīng']","['dà', 'NA']"
大将,"['dà', 'jiàng']","['dà', 'NA']"
大宁,"['dà', 'níng']","['dà', 'NA']"
大夫,"['dà', 'fū']","['dà', 'fu']"
大埤,"['dà', 'pí']","['dà', 'NA']"
大只,"['dà', 'zhī']","['dà', 'NA']"
大厦,"['dà', 'shà']","['dà', 'NA']"
大厂,"['dà', 'chǎng']","['dà', 'NA']"
大卡,"['dà', 'kǎ']","['dà', 'NA']"
大伯,"['dà', 'bó']","['dà', 'NA']"
大为,"['dà', 'wéi']","['dà', 'wèi']"
露馅,"['lòu', 'NA']","['lù', 'NA']"
朝露,"['zhāo', 'lù']","['cháo', 'lù']"
面糊,"['NA', 'hú']","['NA', 'hu']"
面熟,"['NA', 'shú']","['NA', 'shóu']"
耳熟,"['NA', 'shú']","['NA', 'NA']"
纯熟,"['NA', 'shú']","['NA', 'shóu']"
秋熟,"['NA', 'shú']","['NA', 'shóu']"
眼熟,"['NA', 'shú']","['NA', 'shóu']"
混和,"['hùn', 'huò']","['NA', 'huo']"
零和,"['NA', 'hé']","['NA', 'huo']"
随和,"['NA', 'hé']","['NA', 'huo']"
郑和,"['NA', 'hé']","['NA', 'huo']"
逼和,"['NA', 'hé']","['NA', 'huo']"
谦和,"['NA', 'hé']","['NA', 'huo']"
谐和,"['NA', 'hé']","['NA', 'huo']"
许和,"['NA', 'hé']","['NA', 'huo']"
议和,"['NA', 'hé']","['NA', 'huo']"
西和,"['NA', 'hé']","['NA', 'huo']"
融和,"['NA', 'hé']","['NA', 'huo']"
缓和,"['NA', 'hé']","['NA', 'huo']"
酬和,"['NA', 'hè']","['NA', 'hé']"
当上,"['dāng', 'shang']","['dāng', 'shàng']"
地上,"['dì', 'shang']","['dì', 'NA']"
闭上,"['NA', 'shang']","['NA', 'shàng']"
身上,"['NA', 'shang']","['NA', 'shàng']"
上当,"['shàng', 'dàng']","['shàng', 'dāng']"
上将,"['shàng', 'jiàng']","['shàng', 'jiāng']"
上头,"['shàng', 'tou']","['shàng', 'tóu']"
要求,"['yāo', 'NA']","['yào', 'NA']"
认识,"['NA', 'shi']","['NA', 'shí']"
差远,"['chà', 'NA']","['chā', 'NA']"
差谬,"['chà', 'NA']","['chā', 'NA']"
跟差,"['NA', 'chāi']","['NA', 'chā']"
苦差,"['NA', 'chāi']","['NA', 'chā']"
肥差,"['NA', 'chāi']","['NA', 'chā']"
美差,"['NA', 'chāi']","['NA', 'chā']"
夫妻,"['fū', 'qī']","['fu', 'qī']"
丧妻,"['sàng', 'qī']","['sāng', 'qī']"
指头,"['zhǐ', 'tou']","['zhǐ', 'tóu']"
折头,"['zhé', 'tou']","['zhé', 'tóu']"
兴头,"['xìng', 'tou']","['xīng', 'tóu']"
鼻头,"['NA', 'tou']","['NA', 'tóu']"
高头,"['NA', 'tou']","['NA', 'tóu']"
馒头,"['NA', 'tou']","['NA', 'tóu']"
锄头,"['NA', 'tou']","['NA', 'tóu']"
头晕,"['tóu', 'yūn']","['tóu', 'yùn']"
头发,"['tóu', '<unk>']","['tóu', 'fā']"
埤头,"['pí', 'tóu']","['NA', 'tóu']"
地头,"['dì', 'tóu']","['dì', 'NA']"
劲头,"['jìn', 'tóu']","['NA', 'tóu']"
合并,"['hé', 'bìng']","['hé', 'NA']"
假期,"['jià', 'qī']","['NA', 'qī']"
为期,"['wéi', 'qī']","['wèi', 'qī']"
载籍,"['zǎi', 'NA']","['zài', 'NA']"
载<unk>,"['zǎi', 'NA']","['zài', 'NA']"
载明,"['zǎi', 'NA']","['zài', 'NA']"
载入,"['zǎi', 'NA']","['zài', 'NA']"
账载,"['NA', 'zǎi']","['NA', 'zài']"
干将,"['gàn', 'jiàng']","['gān', 'jiāng']"
苦干,"['NA', 'gàn']","['NA', 'gān']"
香干,"['NA', 'gān']","['NA', 'gàn']"
饼干,"['NA', 'gān']","['NA', 'gàn']"
风干,"['NA', 'gān']","['NA', 'gàn']"
阑干,"['NA', 'gān']","['NA', 'gàn']"
茎干,"['NA', 'gān']","['NA', 'gàn']"
<unk>干,"['NA', 'gān']","['NA', 'gàn']"
烘干,"['NA', 'gān']","['NA', 'gàn']"
流干,"['NA', 'gān']","['NA', 'gàn']"
江干,"['NA', 'gān']","['NA', 'gàn']"
比干,"['NA', 'gān']","['NA', 'gàn']"
枯干,"['NA', 'gān']","['NA', 'gàn']"
<unk>干,"['NA', 'gān']","['NA', 'gàn']"
晒干,"['NA', 'gān']","['NA', 'gàn']"
新干,"['NA', 'gān']","['NA', 'gàn']"
擦干,"['NA', 'gān']","['NA', 'gàn']"
德干,"['NA', 'gān']","['NA', 'gàn']"
<unk>地,"['NA', 'de']","['NA', 'dì']"
地调,"['dì', 'diào']","['dì', 'NA']"
地藏,"['dì', 'zàng']","['dì', 'NA']"
地脉,"['dì', 'mài']","['dì', 'NA']"
地窨,"['dì', 'yìn']","['dì', 'NA']"
地核,"['dì', 'hé']","['dì', 'NA']"
地委,"['dì', 'wěi']","['dì', 'NA']"
地契,"['dì', 'qì']","['dì', 'NA']"
地堡,"['dì', 'bǎo']","['dì', 'NA']"
圈地,"['quān', 'dì']","['NA', 'dì']"
委过,"['wěi', 'guò']","['NA', 'guò']"
好斗,"['hào', 'dòu']","['hǎo', 'dòu']"
赌斗,"['NA', 'dòu']","['NA', 'dǒu']"
殴斗,"['NA', 'dòu']","['NA', 'dǒu']"
械斗,"['NA', 'dòu']","['NA', 'dǒu']"
难点,"['nàn', 'NA']","['nán', 'NA']"
难民,"['nàn', 'NA']","['nán', 'NA']"
惯家,"['NA', 'jia']","['NA', 'jiā']"
婆家,"['NA', 'jia']","['NA', 'jiā']"
家俱,"['jiā', 'jù']","['jiā', 'NA']"
合扇,"['hé', 'shàn']","['hé', 'NA']"
合同,"['hé', '<unk>']","['hé', 'tóng']"
合为,"['hé', 'wéi']","['hé', 'wèi']"
散诞,"['sǎn', 'NA']","['sàn', 'NA']"
散话,"['sǎn', 'NA']","['sàn', 'NA']"
散装,"['sǎn', 'NA']","['sàn', 'NA']"
散职,"['sǎn', 'NA']","['sàn', 'NA']"
散粉,"['sǎn', 'NA']","['sàn', 'NA']"
散碎,"['sǎn', 'NA']","['sàn', 'NA']"
散戏,"['sàn', 'xì']","['sǎn', 'xì']"
折耗,"['shé', 'NA']","['zhé', 'NA']"
把儿,"['bà', 'NA']","['bǎ', 'NA']"
刹把,"['shā', 'bǎ']","['chà', 'bǎ']"
处长,"['chù', 'zhǎng']","['NA', 'cháng']"
厂长,"['chǎng', 'zhǎng']","['chǎng', 'cháng']"
区长,"['qū', 'zhǎng']","['qū', 'cháng']"
首长,"['NA', 'zhǎng']","['NA', 'cháng']"
雄长,"['NA', 'zhǎng']","['NA', 'cháng']"
院长,"['NA', 'zhǎng']","['NA', 'cháng']"
防长,"['NA', 'zhǎng']","['NA', 'cháng']"
队长,"['NA', 'zhǎng']","['NA', 'cháng']"
长进,"['zhǎng', 'NA']","['cháng', 'NA']"
长辈,"['zhǎng', 'NA']","['cháng', 'NA']"
长老,"['zhǎng', 'NA']","['cháng', 'NA']"
长者,"['zhǎng', 'NA']","['cháng', 'NA']"
长男,"['zhǎng', 'NA']","['cháng', 'NA']"
长满,"['zhǎng', 'NA']","['cháng', 'NA']"
长机,"['zhǎng', 'NA']","['cháng', 'NA']"
长成,"['zhǎng', 'NA']","['cháng', 'NA']"
长幼,"['zhǎng', 'NA']","['cháng', 'NA']"
长官,"['zhǎng', 'NA']","['cháng', 'NA']"
长孙,"['zhǎng', 'NA']","['cháng', 'NA']"
长子,"['zhǎng', 'NA']","['cháng', 'NA']"
长姊,"['zhǎng', 'NA']","['cháng', 'NA']"
长女,"['zhǎng', 'NA']","['cháng', 'NA']"
长势,"['zhǎng', 'NA']","['cháng', 'NA']"
长出,"['zhǎng', 'NA']","['cháng', 'NA']"
扫把,"['sào', 'bǎ']","['sǎo', 'bǎ']"
打场,"['dǎ', 'cháng']","['dǎ', 'chǎng']"
打发,"['dǎ', '<unk>']","['dǎ', 'fā']"
打卡,"['dǎ', 'kǎ']","['dǎ', 'NA']"
苏打,"['NA', 'dá']","['NA', 'dǎ']"
猜度,"['NA', 'duó']","['NA', 'dù']"
忖度,"['NA', 'duó']","['NA', 'dù']"
奇数,"['jī', 'shù']","['qí', 'shù']"
圈数,"['quān', 'shù']","['NA', 'shù']"
模样,"['mú', 'NA']","['mó', 'NA']"
模板,"['mú', 'NA']","['mó', 'NA']"
伺服,"['sì', 'fú']","['NA', 'fú']"
铁杆,"['NA', 'gān']","['NA', 'gǎn']"
电杆,"['NA', 'gān']","['NA', 'gǎn']"
<unk>杆,"['NA', 'gān']","['NA', 'gǎn']"
杆弟,"['gān', 'NA']","['gǎn', 'NA']"
万难,"['wàn', 'nán']","['wàn', 'nàn']"
万华,"['wàn', 'huá']","['wàn', 'huà']"
朝鲜,"['cháo', 'xiǎn']","['cháo', 'xiān']"
朝着,"['cháo', 'zhe']","['cháo', 'zhuó']"
朝雨,"['zhāo', 'yǔ']","['cháo', 'yǔ']"
有朝,"['yǒu', 'zhāo']","['yǒu', 'cháo']"
坊间,"['fāng', 'jiān']","['fáng', 'jiān']"
华里,"['huá', 'lǐ']","['huà', 'lǐ']"
犍为,"['qián', 'wèi']","['NA', 'wèi']"
有为,"['yǒu', 'wéi']","['yǒu', 'wèi']"
更为,"['gèng', 'wéi']","['gēng', 'wèi']"
华为,"['huá', 'wéi']","['huá', 'wèi']"
作为,"['zuò', 'wéi']","['zuò', 'wèi']"
为难,"['wéi', 'nán']","['wèi', 'nàn']"
为重,"['wéi', 'zhòng']","['wèi', 'zhòng']"
综合,"['zōng', 'hé']","['NA', 'hé']"
粘合,"['zhān', 'hé']","['nián', 'hé']"
混合,"['hùn', 'hé']","['NA', 'hé']"
六合,"['lù', 'hé']","['liù', 'hé']"
合缝,"['hé', 'fèng']","['hé', 'NA']"
花着,"['NA', 'zhāo']","['NA', 'zhe']"
着法,"['zhāo', 'NA']","['zhuó', 'NA']"
倒相,"['dào', 'xiàng']","['dǎo', 'xiàng']"
没了,"['méi', 'le']","['mò', 'liǎo']"
坏了,"['huài', 'le']","['huài', 'liǎo']"
了当,"['liǎo', 'dàng']","['liǎo', 'dāng']"
降妖,"['xiáng', 'NA']","['jiàng', 'NA']"
降伏,"['xiáng', 'NA']","['jiàng', 'NA']"
诈降,"['NA', 'xiáng']","['NA', 'jiàng']"
片名,"['piān', 'NA']","['piàn', 'NA']"
片剂,"['piān', 'NA']","['piàn', 'NA']"
拓片,"['tà', 'piàn']","['tuò', 'piàn']"
弹片,"['dàn', 'piàn']","['tán', 'piàn']"
卡通,"['kǎ', 'tōng']","['NA', 'tōng']"
委派,"['wěi', 'pài']","['NA', 'pài']"
气数,"['NA', 'shu']","['NA', 'shù']"
数量,"['shù', 'liàng']","['shǔ', 'liàng']"
数数,"['shǔ', 'shù']","['shù', 'shù']"
数据,"['shù', 'jù']","['shǔ', 'jù']"
堕落,"['duò', 'luò']","['duò', 'lào']"
发落,"['fā', 'luò']","['fā', 'NA']"
驳落,"['NA', 'luò']","['NA', 'lào']"
零落,"['NA', 'luò']","['NA', 'lào']"
雕落,"['NA', 'luò']","['NA', 'luo']"
陷落,"['NA', 'luò']","['NA', 'lào']"
陨落,"['NA', 'luò']","['NA', 'lào']"
院落,"['NA', 'luò']","['NA', 'luo']"
旋臂,"['xuán', 'bì']","['NA', 'bì']"
肚腹,"['dù', 'NA']","['dǔ', 'NA']"
肚<unk>,"['dù', 'NA']","['dǔ', 'NA']"
肚脐,"['dù', 'NA']","['dǔ', 'NA']"
肚皮,"['dù', 'NA']","['dǔ', 'NA']"
勾缝,"['gōu', 'fèng']","['gōu', 'féng']"
勾结,"['gōu', 'jié']","['NA', 'jié']"
勾勒,"['gōu', 'lè']","['NA', 'lè']"
有空,"['yǒu', 'kòng']","['yǒu', 'kōng']"
闲空,"['NA', 'kòng']","['NA', 'kōng']"
空额,"['kòng', 'NA']","['kōng', 'NA']"
空隙,"['kòng', 'NA']","['kōng', 'NA']"
空闲,"['kòng', 'NA']","['kōng', 'NA']"
空缺,"['kòng', 'NA']","['kōng', 'NA']"
空穴,"['kòng', 'NA']","['kōng', 'NA']"
倒空,"['dào', 'kōng']","['dǎo', 'kōng']"
轮种,"['NA', 'zhòng']","['NA', 'zhǒng']"
试种,"['NA', 'zhòng']","['NA', 'zhǒng']"
补种,"['NA', 'zhòng']","['NA', 'zhǒng']"
耕种,"['NA', 'zhòng']","['NA', 'zhǒng']"
递解,"['NA', 'jiè']","['NA', 'jiě']"
曲解,"['qū', 'jiě']","['qǔ', 'jiě']"
着落,"['zhuó', 'luò']","['zhuó', 'lào']"
着呢,"['zhe', 'ne']","['zhuó', 'ní']"
塞语,"['sài', 'yǔ']","['sāi', 'yǔ']"
华语,"['huá', 'yǔ']","['huà', 'yǔ']"
发夹,"['fà', 'jiā']","['fā', 'NA']"
卷发,"['juǎn', 'fà']","['juǎn', 'fā']"
华发,"['huá', 'fà']","['huà', 'fā']"
削发,"['xuē', 'fà']","['xuē', 'fā']"
黑发,"['NA', 'fà']","['NA', 'fā']"
<unk>发,"['NA', 'fà']","['NA', 'fā']"
<unk>发,"['NA', 'fà']","['NA', 'fā']"
须发,"['NA', 'fà']","['NA', 'fā']"
银发,"['NA', 'fà']","['NA', 'fā']"
金发,"['NA', 'fà']","['NA', 'fā']"
脱发,"['NA', 'fà']","['NA', 'fā']"
美发,"['NA', 'fà']","['NA', 'fā']"
秀发,"['NA', 'fà']","['NA', 'fā']"
祝发,"['NA', 'fà']","['NA', 'fā']"
发给,"['fā', 'gěi']","['fā', 'NA']"
发汗,"['fā', 'hàn']","['fā', 'NA']"
发晕,"['fā', 'yūn']","['fā', 'NA']"
发呆,"['fā', 'dāi']","['fā', 'NA']"
发卡,"['fā', 'kǎ']","['fā', 'NA']"
配角,"['NA', 'jué']","['NA', 'jiǎo']"
角逐,"['jué', 'NA']","['jiǎo', 'NA']"
角抵,"['jué', 'NA']","['jiǎo', 'NA']"
角力,"['jué', 'NA']","['jiǎo', 'NA']"
睡觉,"['NA', 'jiào']","['NA', 'jué']"
唯有,"['wéi', 'yǒu']","['NA', 'yǒu']"
身量,"['NA', 'liang']","['NA', 'liàng']"
酌量,"['NA', 'liáng']","['NA', 'liàng']"
杠夫,"['gàng', 'fū']","['NA', 'fu']"
挑夫,"['tiāo', 'fū']","['tiāo', 'fu']"
拉夫,"['lā', 'fū']","['lā', 'fu']"
七魄,"['qī', 'pò']","['qī', 'NA']"
写作,"['xiě', 'zuò']","['NA', 'zuò']"
假作,"['jiǎ', 'zuò']","['NA', 'zuò']"
作答,"['zuò', 'dá']","['zuò', 'dā']"
作呕,"['zuò', 'ǒu']","['zuò', 'NA']"
作假,"['zuò', 'jiǎ']","['zuò', 'jià']"
顺当,"['NA', 'dang']","['NA', 'dāng']"
勾当,"['<unk>', 'dàng']","['NA', 'dāng']"
倒烟,"['dào', 'yān']","['dǎo', 'yān']"
倒数,"['dào', 'shǔ']","['dǎo', 'shù']"
倒刺,"['dào', 'cì']","['dǎo', 'cì']"
倒写,"['dào', 'xiě']","['dǎo', 'xiě']"
反倒,"['NA', 'dào']","['NA', 'dǎo']"
却倒,"['NA', 'dào']","['NA', 'dǎo']"
倒锁,"['dào', 'NA']","['dǎo', 'NA']"
倒钩,"['dào', 'NA']","['dǎo', 'NA']"
倒赔,"['dào', 'NA']","['dǎo', 'NA']"
弹雨,"['dàn', 'yǔ']","['tán', 'yǔ']"
迷思,"['NA', 'sī']","['NA', 'si']"
左边,"['NA', 'bian']","['NA', 'biān']"
外边,"['NA', 'bian']","['NA', 'biān']"
飞转,"['NA', 'zhuàn']","['NA', 'zhuǎn']"
轮转,"['NA', 'zhuàn']","['NA', 'zhuǎn']"
转鼓,"['zhuàn', 'NA']","['zhuǎn', 'NA']"
转门,"['zhuàn', 'NA']","['zhuǎn', 'NA']"
炮炼,"['páo', 'NA']","['pào', 'NA']"
乐曲,"['yuè', 'qǔ']","['lè', 'qǔ']"
神曲,"['NA', 'qǔ']","['NA', 'qū']"
曲轴,"['qū', 'zhóu']","['qǔ', 'zhóu']"
曲率,"['qū', 'lǜ']","['NA', 'lǜ']"
曲尺,"['qū', 'chǐ']","['qǔ', 'chǐ']"
委曲,"['wěi', 'qū']","['NA', 'qǔ']"
卷曲,"['juǎn', 'qū']","['juǎn', 'qǔ']"
曾经,"['céng', 'jīng']","['zēng', 'jīng']"
音叉,"['NA', 'chā']","['NA', 'chà']"
夜叉,"['NA', 'chā']","['NA', 'chà']"
叉簧,"['chā', 'NA']","['chà', 'NA']"
校区,"['xiào', 'qū']","['jiào', 'qū']"
区区,"['qū', 'qū']","['NA', 'qū']"
假令,"['jiǎ', 'lìng']","['NA', 'lìng']"
从没,"['cóng', 'méi']","['cóng', 'mò']"
有颌,"['yǒu', 'hé']","['yǒu', 'NA']"
有的,"['yǒu', 'de']","['yǒu', 'dī']"
少有,"['shǎo', 'yǒu']","['NA', 'yǒu']"
阿附,"['ē', 'NA']","['ā', 'NA']"
重音,"['zhòng', 'NA']","['chóng', 'NA']"
重金,"['zhòng', 'NA']","['chóng', 'NA']"
重辣,"['zhòng', 'NA']","['chóng', 'NA']"
重责,"['zhòng', 'NA']","['chóng', 'NA']"
重负,"['zhòng', 'NA']","['chóng', 'NA']"
重视,"['zhòng', 'NA']","['chóng', 'NA']"
重臣,"['zhòng', 'NA']","['chóng', 'NA']"
重者,"['zhòng', 'NA']","['chóng', 'NA']"
重罪,"['zhòng', 'NA']","['chóng', 'NA']"
重罚,"['zhòng', 'NA']","['chóng', 'NA']"
重病,"['zhòng', 'NA']","['chóng', 'NA']"
重用,"['zhòng', 'NA']","['chóng', 'NA']"
重犯,"['zhòng', 'NA']","['chóng', 'NA']"
重物,"['zhòng', 'NA']","['chóng', 'NA']"
重灾,"['zhòng', 'NA']","['chóng', 'NA']"
重活,"['zhòng', 'NA']","['chóng', 'NA']"
重油,"['zhòng', 'NA']","['chóng', 'NA']"
好胜,"['hào', 'shèng']","['hǎo', 'shèng']"
卡车,"['kǎ', 'chē']","['NA', 'chē']"
刹车,"['shā', 'chē']","['chà', 'chē']"
色钟,"['shǎi', 'NA']","['sè', 'NA']"
橙色,"['chéng', 'sè']","['NA', 'sè']"
乘便,"['chéng', 'biàn']","['chéng', 'NA']"
仅供,"['jǐn', 'gōng']","['jǐn', 'gòng']"
音乐,"['NA', 'yuè']","['NA', 'lè']"
钟乐,"['NA', 'yuè']","['NA', 'lè']"
胡乐,"['NA', 'yuè']","['NA', 'lè']"
伯乐,"['bó', 'lè']","['bà', 'lè']"
乐观,"['lè', 'guān']","['NA', 'guān']"
尺骨,"['chǐ', 'gǔ']","['NA', 'gǔ']"
可调,"['kě', 'tiáo']","['kě', 'diào']"
冲调,"['chōng', 'tiáo']","['chōng', 'diào']"
调<unk>,"['tiáo', 'NA']","['diào', 'NA']"
调频,"['tiáo', 'NA']","['diào', 'NA']"
调音,"['tiáo', 'NA']","['diào', 'NA']"
调酒,"['tiáo', 'NA']","['diào', 'NA']"
调速,"['tiáo', 'NA']","['diào', 'NA']"
劲风,"['jìng', 'NA']","['jìn', 'NA']"
劲草,"['jìng', 'NA']","['jìn', 'NA']"
劲直,"['jìng', 'NA']","['jìn', 'NA']"
劲烈,"['jìng', 'NA']","['jìn', 'NA']"
冲劲,"['<unk>', 'jìn']","['chōng', 'NA']"
旋风,"['xuàn', 'NA']","['xuán', 'NA']"
涡旋,"['wō', 'xuán']","['wō', 'NA']"
属格,"['shǔ', 'gé']","['NA', 'gé']"
晕场,"['yùn', 'chǎng']","['yūn', 'chǎng']"
划艇,"['huá', 'NA']","['huà', 'NA']"
划船,"['huá', 'NA']","['huà', 'NA']"
扒拉,"['bā', 'lā']","['pá', 'lā']"
强拉,"['qiǎng', 'lā']","['qiáng', 'lā']"
补血,"['NA', 'xuè']","['NA', 'xiě']"
的确,"['dí', 'NA']","['dī', 'NA']"
那么,"['nà', 'me']","['nǎ', 'me']"
<unk>么,"['rèn', 'me']","['NA', 'me']"
兴趣,"['xìng', 'qù']","['xīng', 'qù']"
尽自,"['jǐn', 'NA']","['jìn', 'NA']"
少将,"['shào', 'jiàng']","['shǎo', 'jiàng']"
配称,"['NA', 'chèn']","['NA', 'chēng']"
称钱,"['chèn', 'NA']","['chēng', 'NA']"
冠脉,"['guān', 'mài']","['NA', 'mài']"
好强,"['hào', 'qiáng']","['hǎo', 'qiáng']"
好奇,"['hào', 'qí']","['hǎo', 'qí']"
吐沫,"['tù', 'NA']","['tǔ', 'NA']"
吐蕃,"['tǔ', 'bō']","['tù', 'fán']"
谈吐,"['NA', 'tǔ']","['NA', 'tù']"
吞吐,"['NA', 'tǔ']","['NA', 'tù']"
可塞,"['kě', 'sài']","['kě', 'NA']"
可否,"['kě', 'fǒu']","['kě', 'NA']"
择菜,"['zhái', 'NA']","['zé', 'NA']"
省视,"['xǐng', 'NA']","['shěng', 'NA']"
省悟,"['xǐng', 'NA']","['shěng', 'NA']"
省察,"['xǐng', 'NA']","['shěng', 'NA']"
缺省,"['NA', 'shěng']","['NA', 'xǐng']"
逮捕,"['dài', 'NA']","['NA', 'NA']"
华宁,"['huá', 'níng']","['huà', 'níng']"
毋宁,"['NA', 'nìng']","['NA', 'níng']"
宁肯,"['nìng', 'NA']","['níng', 'NA']"
肖像,"['xiào', 'NA']","['xiāo', 'NA']"
供给,"['gōng', 'jǐ']","['gōng', 'gěi']"
配给,"['NA', 'jǐ']","['NA', 'gěi']"
酬答,"['NA', 'dá']","['NA', 'dā']"
问答,"['NA', 'dá']","['NA', 'dā']"
辩答,"['NA', 'dá']","['NA', 'dā']"
裁答,"['NA', 'dá']","['NA', 'dā']"
答问,"['dá', 'NA']","['dā', 'NA']"
查禁,"['chá', 'jìn']","['chá', 'NA']"
香几,"['NA', 'jī']","['NA', 'jǐ']"
茶几,"['NA', 'jī']","['NA', 'jǐ']"
条几,"['NA', 'jī']","['NA', 'jǐ']"
<unk>几,"['NA', 'jī']","['NA', 'jǐ']"
强迫,"['qiǎng', 'pò']","['qiáng', 'pò']"
<unk>拉,"['NA', 'la']","['NA', 'lā']"
南华,"['nán', 'huá']","['nán', 'huà']"
华盖,"['huá', 'gài']","['huà', 'gài']"
华沙,"['huá', 'shā']","['huá', 'NA']"
华氏,"['huá', 'shì']","['huà', 'shì']"
华毂,"['huá', 'gǔ']","['huá', 'NA']"
