text,target,pred
别号,"['bié', 'hào']","['NA', 'hào']"
佛号,"['fó', 'hào']","['NA', 'hào']"
乘号,"['chéng', 'hào']","['NA', 'hào']"
合叶,"['hé', 'yè']","['NA', 'yè']"
什叶,"['shí', 'yè']","['NA', 'yè']"
单句,"['dān', 'jù']","['dān', 'NA']"
从句,"['cóng', 'jù']","['cóng', 'NA']"
乐句,"['yuè', 'jù']","['lè', 'NA']"
发胖,"['fā', 'pàng']","['fā', 'NA']"
胖子,"['pàng', 'NA']","['NA', 'NA']"
锁匙,"['NA', 'chí']","['NA', 'NA']"
部分,"['NA', 'fen']","['NA', 'fēn']"
非分,"['NA', 'fèn']","['NA', 'fēn']"
辈分,"['NA', 'fèn']","['NA', 'fēn']"
身分,"['NA', 'fèn']","['NA', 'fēn']"
职分,"['NA', 'fèn']","['NA', 'fēn']"
缘分,"['NA', 'fèn']","['NA', 'fēn']"
组分,"['NA', 'fèn']","['NA', 'fēn']"
分裂,"['fēn', 'liè']","['fēn', 'NA']"
分行,"['fēn', 'háng']","['fēn', 'NA']"
分节,"['fēn', 'jié']","['fēn', 'NA']"
分缝,"['fēn', 'fèng']","['fēn', 'NA']"
分给,"['fēn', 'gěi']","['fēn', 'NA']"
分相,"['fēn', 'xiàng']","['fēn', 'xiāng']"
分瓦,"['fēn', 'wǎ']","['fēn', 'NA']"
分泌,"['fēn', 'mì']","['fēn', 'NA']"
分校,"['fēn', 'xiào']","['fēn', 'NA']"
分期,"['fēn', 'qī']","['fēn', 'NA']"
分散,"['fēn', 'sàn']","['fēn', 'NA']"
分担,"['fēn', 'dān']","['fēn', 'NA']"
分度,"['fēn', 'dù']","['NA', 'dù']"
分属,"['fēn', 'shǔ']","['fēn', 'NA']"
分家,"['fēn', 'jiā']","['NA', 'jiā']"
分<unk>,"['fēn', 'miǎn']","['fēn', 'NA']"
分头,"['fēn', 'tóu']","['NA', 'tou']"
分号,"['fēn', 'hào']","['NA', 'NA']"
分句,"['fēn', 'jù']","['fēn', 'NA']"
分叉,"['fēn', 'chà']","['fēn', 'NA']"
分区,"['fēn', 'qū']","['NA', 'qū']"
分别,"['fēn', 'bié']","['fēn', 'NA']"
分为,"['fēn', 'wéi']","['NA', 'wéi']"
几分,"['jǐ', 'fēn']","['NA', 'fēn']"
切要,"['qiè', 'yào']","['qiē', 'NA']"
切莫,"['qiè', 'mò']","['qiē', 'NA']"
切脉,"['qiè', 'mài']","['NA', 'NA']"
切合,"['qiè', 'hé']","['NA', 'hé']"
切切,"['qiè', 'qiè']","['qiè', 'NA']"
切片,"['qiē', 'piàn']","['NA', 'piàn']"
切削,"['qiē', 'xiāo']","['qiē', 'NA']"
裁切,"['NA', 'qiē']","['NA', 'qiè']"
扎堆,"['zhā', 'duī']","['zhā', 'NA']"
堆芯,"['duī', 'xīn']","['duī', 'NA']"
堆砌,"['duī', 'qì']","['duī', 'NA']"
数论,"['shù', 'lùn']","['NA', 'lùn']"
场论,"['chǎng', 'lùn']","['NA', 'lùn']"
别论,"['bié', 'lùn']","['NA', 'lùn']"
可体,"['kě', 'tǐ']","['NA', 'tǐ']"
单体,"['dān', 'tǐ']","['NA', 'tǐ']"
体魄,"['tǐ', 'pò']","['tǐ', 'NA']"
体长,"['tǐ', 'cháng']","['NA', 'cháng']"
体育,"['tǐ', 'yù']","['tǐ', 'NA']"
体系,"['tǐ', 'xì']","['tǐ', 'NA']"
体模,"['tǐ', 'mó']","['tǐ', 'NA']"
体校,"['tǐ', 'xiào']","['tǐ', 'NA']"
体侧,"['tǐ', 'cè']","['tǐ', 'NA']"
正传,"['zhèng', 'zhuàn']","['zhèng', 'chuán']"
别传,"['bié', 'zhuàn']","['NA', 'chuán']"
传观,"['chuán', 'guān']","['chuán', 'NA']"
传经,"['chuán', 'jīng']","['chuán', 'NA']"
传种,"['chuán', 'zhǒng']","['NA', 'zhǒng']"
传家,"['chuán', 'jiā']","['NA', 'jiā']"
传奇,"['chuán', 'qí']","['chuán', 'NA']"
传单,"['chuán', 'dān']","['chuán', 'NA']"
传写,"['chuán', 'xiě']","['chuán', 'NA']"
传令,"['chuán', 'lìng']","['chuán', 'NA']"
财会,"['NA', 'kuài']","['NA', 'huì']"
教会,"['jiāo', 'huì']","['jiào', 'huì']"
兴会,"['xìng', 'huì']","['xīng', 'huì']"
将会,"['jiāng', 'huì']","['NA', 'huì']"
大会,"['dà', 'huì']","['dà', 'NA']"
会长,"['huì', 'zhǎng']","['NA', 'cháng']"
会要,"['huì', 'yào']","['huì', 'NA']"
会盟,"['huì', 'méng']","['huì', 'NA']"
会宁,"['huì', 'níng']","['NA', 'níng']"
会员,"['huì', 'yuán']","['NA', 'yuán']"
会否,"['huì', 'fǒu']","['huì', 'NA']"
会同,"['huì', 'tóng']","['lè', 'tóng']"
与会,"['yù', 'huì']","['yǔ', 'huì']"
估价,"['gū', 'jià']","['NA', 'jià']"
价格,"['jià', 'gé']","['NA', 'gé']"
亲王,"['qīn', 'wáng']","['duī', 'wáng']"
亲属,"['qīn', 'shǔ']","['qīn', 'NA']"
亲切,"['qīn', 'qiè']","['qīn', 'NA']"
亲亲,"['qīn', 'qīn']","['qīn', 'NA']"
丧亲,"['sàng', 'qīn']","['duī', 'wàn']"
八疸,"['bā', 'dǎn']","['bā', 'NA']"
八度,"['bā', 'dù']","['NA', 'dù']"
八宿,"['bā', 'sù']","['bā', 'NA']"
无稽,"['wú', 'jī']","['wú', 'NA']"
无着,"['wú', 'zhuó']","['wú', 'NA']"
无烟,"['wú', 'yān']","['wú', 'NA']"
无核,"['wú', 'hé']","['wú', 'NA']"
无已,"['wú', 'yǐ']","['wú', 'NA']"
无处,"['wú', 'chù']","['wú', 'NA']"
无为,"['wú', 'wéi']","['wú', 'NA']"
别无,"['bié', 'wú']","['NA', 'wú']"
非得,"['NA', 'děi']","['NA', 'dé']"
了得,"['liǎo', 'de']","['NA', 'dé']"
记得,"['NA', 'de']","['NA', 'dé']"
认得,"['NA', 'de']","['NA', 'dé']"
挣得,"['zhèng', 'dé']","['NA', 'dé']"
得色,"['dé', 'sè']","['NA', 'sè']"
得胜,"['dé', 'shèng']","['dé', 'NA']"
得着,"['dé', 'zháo']","['NA', 'zhe']"
得当,"['dé', 'dàng']","['NA', 'dāng']"
得了,"['dé', 'le']","['dé', 'NA']"
只得,"['zhǐ', 'dé']","['NA', 'dé']"
得中,"['dé', 'zhòng']","['dé', 'zhōng']"
卒中,"['cù', 'zhòng']","['NA', 'zhōng']"
切中,"['qiè', 'zhòng']","['NA', 'zhōng']"
中邪,"['zhòng', 'xié']","['zhōng', 'NA']"
中的,"['zhòng', 'dì']","['zhōng', 'NA']"
中弹,"['zhòng', 'dàn']","['NA', 'dàn']"
家中,"['jiā', 'zhōng']","['jiā', 'NA']"
便中,"['biàn', 'zhōng']","['biàn', 'NA']"
从中,"['cóng', 'zhōng']","['cóng', 'zhòng']"
中都,"['zhōng', 'dū']","['zhōng', 'NA']"
中轴,"['zhōng', 'zhóu']","['zhōng', 'NA']"
中转,"['zhōng', 'zhuǎn']","['NA', 'zhuàn']"
中行,"['zhōng', 'háng']","['zhōng', 'NA']"
中脊,"['zhōng', 'jǐ']","['zhōng', 'NA']"
中缝,"['zhōng', 'fèng']","['zhōng', 'NA']"
中空,"['zhōng', 'kōng']","['NA', 'kōng']"
中看,"['zhōng', 'kàn']","['zhōng', 'NA']"
中牟,"['zhōng', 'mù']","['zhōng', 'NA']"
中校,"['zhōng', 'xiào']","['zhōng', 'NA']"
中朝,"['zhōng', 'cháo']","['zhōng', 'NA']"
中指,"['zhōng', 'zhǐ']","['zhōng', 'NA']"
中兴,"['zhōng', 'xīng']","['NA', 'xīng']"
中尉,"['zhōng', 'wèi']","['zhōng', 'NA']"
中将,"['zhōng', 'jiàng']","['zhōng', 'NA']"
中宁,"['zhōng', 'níng']","['NA', 'níng']"
中埔,"['zhōng', 'bù']","['zhōng', 'NA']"
中叶,"['zhōng', 'yè']","['NA', 'yè']"
中区,"['zhōng', 'qū']","['NA', 'qū']"
单个,"['dān', 'ge']","['NA', 'gè']"
几个,"['jǐ', 'ge']","['NA', 'NA']"
上个,"['shàng', 'ge']","['shàng', 'gè']"
个把,"['gè', 'bǎ']","['gè', 'NA']"
个头,"['gè', 'tóu']","['NA', 'tou']"
个别,"['gè', 'bié']","['gè', 'NA']"
个体,"['gè', 'tǐ']","['NA', 'tǐ']"
家丁,"['jiā', 'dīng']","['jiā', 'NA']"
丁宁,"['dīng', 'níng']","['NA', 'níng']"
该应,"['NA', 'yīng']","['NA', 'yìng']"
理应,"['NA', 'yīng']","['NA', 'yìng']"
本应,"['NA', 'yīng']","['NA', 'yìng']"
供应,"['gōng', 'yìng']","['NA', 'yìng']"
少数,"['shǎo', 'shù']","['NA', 'shù']"
奇数,"['jī', 'shù']","['qí', 'shù']"
圈数,"['quān', 'shù']","['NA', 'shù']"
参数,"['cān', 'shù']","['NA', 'shù']"
单数,"['dān', 'shù']","['NA', 'shù']"
作数,"['zuò', 'shù']","['zuò', 'NA']"
楷模,"['kǎi', 'mó']","['NA', 'NA']"
指模,"['zhǐ', 'mó']","['zhǐ', 'NA']"
单模,"['dān', 'mó']","['dān', 'NA']"
酸模,"['NA', 'mó']","['NA', 'NA']"
模样,"['mú', 'NA']","['mó', 'NA']"
模板,"['mú', 'NA']","['mó', 'NA']"
压服,"['yā', 'fú']","['yā', 'NA']"
冲服,"['chōng', 'fú']","['chōng', 'NA']"
伺服,"['sì', 'fú']","['NA', 'NA']"
杆菌,"['gǎn', 'jūn']","['NA', 'jūn']"
顶杆,"['NA', 'gǎn']","['NA', 'NA']"
铁杆,"['NA', 'gān']","['NA', 'qū']"
电杆,"['NA', 'gān']","['NA', 'qū']"
<unk>杆,"['NA', 'gān']","['NA', 'qū']"
杆弟,"['gān', 'NA']","['gǎn', 'NA']"
万隆,"['wàn', 'lóng']","['wàn', 'NA']"
万般,"['wàn', 'bān']","['wàn', 'NA']"
朝鲜,"['cháo', 'xiǎn']","['zhāo', 'NA']"
朝着,"['cháo', 'zhe']","['zhāo', 'zhe']"
南朝,"['nán', 'cháo']","['nán', 'NA']"
朝雨,"['zhāo', 'yǔ']","['NA', 'yǔ']"
有朝,"['yǒu', 'zhāo']","['yǒu', 'NA']"
齿更,"['NA', 'gēng']","['NA', 'jìn']"
闲晃,"['NA', 'huàng']","['NA', 'shèng']"
晃荡,"['huàng', 'NA']","['shèng', 'NA']"
间隙,"['jiàn', 'NA']","['jiān', 'NA']"
间隔,"['jiàn', 'NA']","['jiān', 'NA']"
其间,"['qí', 'jiān']","['qí', 'NA']"
坊间,"['fāng', 'jiān']","['NA', 'jiān']"
旋里,"['xuán', 'lǐ']","['NA', 'lǐ']"
哪里,"['nǎ', 'lǐ']","['NA', 'lǐ']"
华里,"['huá', 'lǐ']","['NA', 'lǐ']"
雅各,"['yǎ', 'gè']","['yǎ', 'NA']"
犍为,"['qián', 'wèi']","['NA', 'wéi']"
为着,"['wèi', 'zhe']","['wéi', 'zhe']"
更为,"['gèng', 'wéi']","['NA', 'wéi']"
华为,"['huá', 'wéi']","['NA', 'wéi']"
为重,"['wéi', 'zhòng']","['NA', 'zhòng']"
抛掷,"['NA', 'zhì']","['NA', 'NA']"
综合,"['zōng', 'hé']","['NA', 'hé']"
约合,"['yuē', 'hé']","['yuē', 'NA']"
粘合,"['zhān', 'hé']","['NA', 'hé']"
相合,"['xiāng', 'hé']","['xiāng', 'NA']"
砌合,"['qì', 'hé']","['NA', 'hé']"
六合,"['lù', 'hé']","['liù', 'NA']"
契合,"['qì', 'hé']","['NA', 'hé']"
场合,"['chǎng', 'hé']","['NA', 'hé']"
合适,"['hé', 'shì']","['NA', 'shì']"
合著,"['hé', 'zhù']","['hé', 'NA']"
合脚,"['hé', 'jiǎo']","['NA', 'jiǎo']"
合缝,"['hé', 'fèng']","['hé', 'NA']"
合约,"['hé', 'yuē']","['NA', 'yuē']"
合称,"['hé', 'chēng']","['NA', 'chēng']"
合着,"['hé', 'zhe']","['NA', 'zhuó']"
合格,"['hé', 'gé']","['NA', 'gé']"
合扇,"['hé', 'shàn']","['hé', 'NA']"
合当,"['hé', 'dāng']","['NA', 'dāng']"
合作,"['hé', 'zuò']","['NA', 'zuò']"
合为,"['hé', 'wéi']","['NA', 'wéi']"
作合,"['zuò', 'hé']","['zuò', 'NA']"
散戏,"['sàn', 'xì']","['sàn', 'NA']"
发散,"['fā', 'sàn']","['fā', 'NA']"
折耗,"['shé', 'NA']","['zhé', 'NA']"
折尺,"['zhé', 'chǐ']","['zhé', 'NA']"
把儿,"['bà', 'NA']","['bǎ', 'NA']"
刹把,"['shā', 'bǎ']","['NA', 'bǎ']"
处长,"['chù', 'zhǎng']","['NA', 'cháng']"
厂长,"['chǎng', 'zhǎng']","['NA', 'cháng']"
区长,"['qū', 'zhǎng']","['NA', 'cháng']"
首长,"['NA', 'zhǎng']","['NA', 'cháng']"
雄长,"['NA', 'zhǎng']","['NA', 'cháng']"
院长,"['NA', 'zhǎng']","['NA', 'cháng']"
防长,"['NA', 'zhǎng']","['NA', 'cháng']"
队长,"['NA', 'zhǎng']","['NA', 'cháng']"
长进,"['zhǎng', 'NA']","['cháng', 'NA']"
长辈,"['zhǎng', 'NA']","['cháng', 'NA']"
长老,"['zhǎng', 'NA']","['cháng', 'NA']"
长者,"['zhǎng', 'NA']","['cháng', 'NA']"
长男,"['zhǎng', 'NA']","['cháng', 'NA']"
长满,"['zhǎng', 'NA']","['cháng', 'NA']"
长机,"['zhǎng', 'NA']","['cháng', 'NA']"
长成,"['zhǎng', 'NA']","['cháng', 'NA']"
长幼,"['zhǎng', 'NA']","['cháng', 'NA']"
长官,"['zhǎng', 'NA']","['cháng', 'NA']"
长孙,"['zhǎng', 'NA']","['cháng', 'NA']"
长子,"['zhǎng', 'NA']","['cháng', 'NA']"
长姊,"['zhǎng', 'NA']","['cháng', 'NA']"
长女,"['zhǎng', 'NA']","['cháng', 'NA']"
长势,"['zhǎng', 'NA']","['cháng', 'NA']"
长出,"['zhǎng', 'NA']","['cháng', 'NA']"
拉长,"['lā', 'cháng']","['lā', 'zhǎng']"
扫把,"['sào', 'bǎ']","['NA', 'bǎ']"
清扫,"['NA', 'sǎo']","['NA', 'NA']"
打场,"['dǎ', 'cháng']","['dǎ', 'NA']"
打卡,"['dǎ', 'kǎ']","['dǎ', 'NA']"
单打,"['dān', 'dǎ']","['NA', 'dǎ']"
苏打,"['NA', 'dá']","['NA', 'dǎ']"
猜度,"['NA', 'duó']","['NA', 'dù']"
忖度,"['NA', 'duó']","['NA', 'dù']"
尺度,"['chǐ', 'dù']","['NA', 'dù']"
并排,"['bìng', 'pái']","['bìng', 'jià']"
并把,"['bìng', 'bǎ']","['NA', 'bǎ']"
并且,"['bìng', 'qiě']","['bìng', 'NA']"
合并,"['hé', 'bìng']","['hé', 'NA']"
裁并,"['NA', 'bìng']","['NA', 'jūn']"
整并,"['NA', 'bìng']","['NA', 'jūn']"
撤并,"['NA', 'bìng']","['NA', 'jūn']"
鲁蛇,"['NA', 'shé']","['NA', 'huài']"
假期,"['jià', 'qī']","['NA', 'qī']"
载籍,"['zǎi', 'NA']","['zài', 'NA']"
载<unk>,"['zǎi', 'NA']","['zài', 'NA']"
载明,"['zǎi', 'NA']","['zài', 'NA']"
载入,"['zǎi', 'NA']","['zài', 'NA']"
账载,"['NA', 'zǎi']","['NA', 'zài']"
干将,"['gàn', 'jiàng']","['gàn', 'NA']"
高干,"['NA', 'gàn']","['NA', 'gān']"
蛮干,"['NA', 'gàn']","['NA', 'NA']"
香干,"['NA', 'gān']","['NA', 'gàn']"
饼干,"['NA', 'gān']","['NA', 'gàn']"
风干,"['NA', 'gān']","['NA', 'gàn']"
阑干,"['NA', 'gān']","['NA', 'gàn']"
茎干,"['NA', 'gān']","['NA', 'gàn']"
<unk>干,"['NA', 'gān']","['NA', 'gàn']"
烘干,"['NA', 'gān']","['NA', 'gàn']"
流干,"['NA', 'gān']","['NA', 'gàn']"
江干,"['NA', 'gān']","['NA', 'gàn']"
比干,"['NA', 'gān']","['NA', 'gàn']"
枯干,"['NA', 'gān']","['NA', 'gàn']"
<unk>干,"['NA', 'gān']","['NA', 'gàn']"
晒干,"['NA', 'gān']","['NA', 'gàn']"
新干,"['NA', 'gān']","['NA', 'gàn']"
擦干,"['NA', 'gān']","['NA', 'gàn']"
德干,"['NA', 'gān']","['NA', 'gàn']"
干酪,"['gān', 'NA']","['gàn', 'NA']"
干饭,"['gān', 'NA']","['gàn', 'NA']"
干预,"['gān', 'NA']","['gàn', 'NA']"
干邑,"['gān', 'NA']","['gàn', 'NA']"
干透,"['gān', 'NA']","['gàn', 'NA']"
干货,"['gān', 'NA']","['gàn', 'NA']"
<unk>地,"['NA', 'de']","['NA', 'dì']"
扫地,"['sǎo', 'dì']","['NA', 'dì']"
属地,"['shǔ', 'dì']","['NA', 'dì']"
场地,"['chǎng', 'dì']","['NA', 'dì']"
地调,"['dì', 'diào']","['dì', 'NA']"
地藏,"['dì', 'zàng']","['dì', 'NA']"
地脉,"['dì', 'mài']","['dì', 'NA']"
地窨,"['dì', 'yìn']","['dì', 'NA']"
地核,"['dì', 'hé']","['dì', 'NA']"
地契,"['dì', 'qì']","['dì', 'NA']"
地堡,"['dì', 'bǎo']","['dì', 'NA']"
地区,"['dì', 'qū']","['NA', 'qū']"
圈地,"['quān', 'dì']","['NA', 'dì']"
各地,"['gè', 'dì']","['NA', 'dì']"
委过,"['wěi', 'guò']","['NA', 'guò']"
好斗,"['hào', 'dòu']","['hǎo', 'dǒu']"
赌斗,"['NA', 'dòu']","['NA', 'dǒu']"
殴斗,"['NA', 'dòu']","['NA', 'dǒu']"
械斗,"['NA', 'dòu']","['NA', 'dǒu']"
斗鸡,"['dòu', 'NA']","['dǒu', 'NA']"
魔难,"['NA', 'nàn']","['NA', 'nán']"
非难,"['NA', 'nàn']","['NA', 'nán']"
难点,"['nàn', 'NA']","['nán', 'NA']"
难民,"['nàn', 'NA']","['nán', 'NA']"
阻难,"['NA', 'nàn']","['NA', 'nán']"
避难,"['NA', 'nàn']","['NA', 'nán']"
遭难,"['NA', 'nàn']","['NA', 'nán']"
惯家,"['NA', 'jia']","['NA', 'jiā']"
婆家,"['NA', 'jia']","['NA', 'jiā']"
家底,"['jiā', 'dǐ']","['jiā', 'NA']"
家属,"['jiā', 'shǔ']","['jiā', 'NA']"
家俱,"['jiā', 'jù']","['jiā', 'NA']"
六家,"['liù', 'jiā']","['NA', 'jiā']"
合家,"['hé', 'jiā']","['NA', 'jiā']"
发家,"['fā', 'jiā']","['NA', 'jiā']"
厂家,"['chǎng', 'jiā']","['NA', 'jiā']"
作家,"['zuò', 'jiā']","['NA', 'jiā']"
佛家,"['fó', 'jiā']","['NA', 'jiā']"
要求,"['yāo', 'NA']","['yào', 'NA']"
待要,"['dài', 'yào']","['NA', 'yào']"
只要,"['zhǐ', 'yào']","['NA', 'yào']"
非要,"['NA', 'yào']","['NA', 'wàn']"
要钱,"['yào', 'NA']","['wàn', 'NA']"
要谎,"['yào', 'NA']","['wàn', 'NA']"
认识,"['NA', 'shi']","['NA', 'shí']"
计提,"['NA', 'tí']","['NA', 'NA']"
差远,"['chà', 'NA']","['chā', 'NA']"
差谬,"['chà', 'NA']","['chā', 'NA']"
跟差,"['NA', 'chāi']","['NA', 'chā']"
苦差,"['NA', 'chāi']","['NA', 'chā']"
肥差,"['NA', 'chāi']","['NA', 'chā']"
美差,"['NA', 'chāi']","['NA', 'chā']"
朝见,"['cháo', 'jiàn']","['zhāo', 'jiàn']"
召见,"['zhào', 'jiàn']","['yǔ', 'NA']"
夫妻,"['fū', 'qī']","['fū', 'NA']"
丧妻,"['sàng', 'qī']","['NA', 'qī']"
既往,"['NA', 'wǎng']","['NA', 'NA']"
指头,"['zhǐ', 'tou']","['NA', 'tou']"
折头,"['zhé', 'tou']","['NA', 'tou']"
兴头,"['xìng', 'tou']","['NA', 'tou']"
头骨,"['tóu', 'gǔ']","['tóu', 'NA']"
头重,"['tóu', 'zhòng']","['tóu', 'NA']"
头角,"['tóu', 'jiǎo']","['tóu', 'NA']"
头盖,"['tóu', 'gài']","['tóu', 'NA']"
头晕,"['tóu', 'yūn']","['tóu', 'NA']"
头挡,"['tóu', 'dǎng']","['tóu', 'NA']"
头家,"['tóu', 'jiā']","['jiā', 'jiā']"
头头,"['tóu', 'tóu']","['tóu', 'tou']"
头冠,"['tóu', 'guān']","['tóu', 'NA']"
埤头,"['pí', 'tóu']","['NA', 'tou']"
埋头,"['mái', 'tóu']","['NA', 'tou']"
地头,"['dì', 'tóu']","['NA', 'tou']"
喷头,"['pēn', 'tóu']","['NA', 'tou']"
劲头,"['jìn', 'tóu']","['NA', 'tou']"
从头,"['cóng', 'tóu']","['NA', 'tou']"
龙头,"['NA', 'tóu']","['NA', 'tou']"
鱼头,"['NA', 'tóu']","['NA', 'tou']"
魔头,"['NA', 'tóu']","['NA', 'tou']"
马头,"['NA', 'tóu']","['NA', 'tou']"
风头,"['NA', 'tóu']","['NA', 'tou']"
额头,"['NA', 'tóu']","['NA', 'tou']"
领头,"['NA', 'tóu']","['NA', 'tou']"
韵头,"['NA', 'tóu']","['NA', 'tou']"
零头,"['NA', 'tóu']","['NA', 'tou']"
阑头,"['NA', 'tóu']","['NA', 'tou']"
镜头,"['NA', 'tóu']","['NA', 'tou']"
钵头,"['NA', 'tóu']","['NA', 'tou']"
钟头,"['NA', 'tóu']","['NA', 'tou']"
迎头,"['NA', 'tóu']","['NA', 'tou']"
辔头,"['NA', 'tóu']","['NA', 'tou']"
起头,"['NA', 'tóu']","['NA', 'tou']"
话头,"['NA', 'tóu']","['NA', 'tou']"
词头,"['NA', 'tóu']","['NA', 'tou']"
认头,"['NA', 'tóu']","['NA', 'tou']"
袁头,"['NA', 'tóu']","['NA', 'tou']"
街头,"['NA', 'tóu']","['NA', 'tou']"
虚头,"['NA', 'tóu']","['NA', 'tou']"
葱头,"['NA', 'tóu']","['NA', 'tou']"
菜头,"['NA', 'tóu']","['NA', 'tou']"
花头,"['NA', 'tóu']","['NA', 'tou']"
船头,"['NA', 'tóu']","['NA', 'tou']"
肩头,"['NA', 'tóu']","['NA', 'tou']"
聚头,"['NA', 'tóu']","['NA', 'tou']"
唯有,"['wéi', 'yǒu']","['NA', 'yǒu']"
占有,"['zhàn', 'yǒu']","['NA', 'yǒu']"
身量,"['NA', 'liang']","['NA', 'liàng']"
旋量,"['xuán', 'liàng']","['NA', 'liàng']"
酌量,"['NA', 'liáng']","['NA', 'liàng']"
杠夫,"['gàng', 'fū']","['NA', 'fū']"
挑夫,"['tiāo', 'fū']","['NA', 'fū']"
拉夫,"['lā', 'fū']","['NA', 'fū']"
只有,"['zhǐ', 'yǒu']","['NA', 'yǒu']"
只好,"['zhǐ', 'hǎo']","['NA', 'hǎo']"
七魄,"['qī', 'pò']","['qī', 'NA']"
可作,"['kě', 'zuò']","['NA', 'zuò']"
写作,"['xiě', 'zuò']","['NA', 'zuò']"
假作,"['jiǎ', 'zuò']","['NA', 'zuò']"
