text,target,pred
中指,"['zhōng', 'zhǐ']","['zhōng', 'zhǐ']"
中兴,"['zhōng', 'xīng']","['zhōng', 'xīng']"
中尉,"['zhōng', 'wèi']","['zhōng', 'wèi']"
中将,"['zhōng', 'jiàng']","['zhōng', 'jiàng']"
中宁,"['zhōng', 'níng']","['zhōng', 'níng']"
中场,"['zhōng', 'chǎng']","['zhōng', 'chǎng']"
中号,"['zhōng', 'hào']","['zhōng', 'hào']"
中叶,"['zhōng', 'yè']","['zhōng', 'yè']"
中台,"['zhōng', 'tái']","['zhōng', 'tái']"
中南,"['zhōng', 'nán']","['zhōng', 'nán']"
个头,"['gè', 'tóu']","['gè', 'tóu']"
个别,"['gè', 'bié']","['gè', 'bié']"
个体,"['gè', 'tǐ']","['gè', 'tǐ']"
个中,"['gè', 'zhōng']","['gè', 'zhōng']"
个个,"['gè', 'gè']","['gè', 'gè']"
家丁,"['jiā', 'dīng']","['jiā', 'dīng']"
丁宁,"['dīng', 'níng']","['dīng', 'níng']"
丁丁,"['dīng', 'dīng']","['dīng', 'dīng']"
鸡丁,"['NA', 'dīng']","['NA', 'dīng']"
马丁,"['NA', 'dīng']","['NA', 'dīng']"
零丁,"['NA', 'dīng']","['NA', 'dīng']"
肉丁,"['NA', 'dīng']","['NA', 'dīng']"
猛丁,"['NA', 'dīng']","['NA', 'dīng']"
供应,"['gōng', 'yìng']","['gōng', 'yìng']"
酬应,"['NA', 'yìng']","['NA', 'yìng']"
顺应,"['NA', 'yìng']","['NA', 'yìng']"
策应,"['NA', 'yìng']","['NA', 'yìng']"
照应,"['NA', 'yìng']","['NA', 'yìng']"
切要,"['qiè', 'yào']","['qiè', 'yào']"
切合,"['qiè', 'hé']","['qiè', 'hé']"
切切,"['qiè', 'qiè']","['qiè', 'qiè']"
贴切,"['NA', 'qiè']","['NA', 'qiè']"
莱切,"['NA', 'qiè']","['NA', 'qiè']"
确切,"['NA', 'qiè']","['NA', 'qiè']"
真切,"['NA', 'qiè']","['NA', 'qiè']"
热切,"['NA', 'qiè']","['NA', 'qiè']"
扎堆,"['zhā', 'duī']","['zhā', 'duī']"
堆芯,"['duī', 'xīn']","['duī', 'xīn']"
场论,"['chǎng', 'lùn']","['chǎng', 'lùn']"
别论,"['bié', 'lùn']","['bié', 'lùn']"
高论,"['NA', 'lùn']","['NA', 'lùn']"
<unk>论,"['NA', 'lùn']","['NA', 'lùn']"
迂论,"['NA', 'lùn']","['NA', 'lùn']"
辩论,"['NA', 'lùn']","['NA', 'lùn']"
谬论,"['NA', 'lùn']","['NA', 'lùn']"
谈论,"['NA', 'lùn']","['NA', 'lùn']"
大体,"['dà', 'tǐ']","['dà', 'tǐ']"
可体,"['kě', 'tǐ']","['kě', 'tǐ']"
单体,"['dān', 'tǐ']","['dān', 'tǐ']"
体长,"['tǐ', 'cháng']","['tǐ', 'cháng']"
体量,"['tǐ', 'liàng']","['tǐ', 'liàng']"
体重,"['tǐ', 'zhòng']","['tǐ', 'zhòng']"
体育,"['tǐ', 'yù']","['tǐ', 'yù']"
体系,"['tǐ', 'xì']","['tǐ', 'xì']"
体格,"['tǐ', 'gé']","['tǐ', 'gé']"
体模,"['tǐ', 'mó']","['tǐ', 'mó']"
体校,"['tǐ', 'xiào']","['tǐ', 'xiào']"
黑体,"['NA', 'tǐ']","['NA', 'tǐ']"
黄体,"['NA', 'tǐ']","['NA', 'tǐ']"
骚体,"['NA', 'tǐ']","['NA', 'tǐ']"
<unk>体,"['NA', 'tǐ']","['NA', 'tǐ']"
颜体,"['NA', 'tǐ']","['NA', 'tǐ']"
韧体,"['NA', 'tǐ']","['NA', 'tǐ']"
集体,"['NA', 'tǐ']","['NA', 'tǐ']"
隶体,"['NA', 'tǐ']","['NA', 'tǐ']"
配体,"['NA', 'tǐ']","['NA', 'tǐ']"
遍体,"['NA', 'tǐ']","['NA', 'tǐ']"
连体,"['NA', 'tǐ']","['NA', 'tǐ']"
软体,"['NA', 'tǐ']","['NA', 'tǐ']"
腺体,"['NA', 'tǐ']","['NA', 'tǐ']"
<unk>体,"['NA', 'tǐ']","['NA', 'tǐ']"
身体,"['NA', 'tǐ']","['NA', 'tǐ']"
<unk>体,"['NA', 'tǐ']","['NA', 'tǐ']"
裸体,"['NA', 'tǐ']","['NA', 'tǐ']"
补体,"['NA', 'tǐ']","['NA', 'tǐ']"
草体,"['NA', 'tǐ']","['NA', 'tǐ']"
船体,"['NA', 'tǐ']","['NA', 'tǐ']"
传说,"['chuán', 'shuō']","['chuán', 'shuō']"
传语,"['chuán', 'yǔ']","['chuán', 'yǔ']"
传观,"['chuán', 'guān']","['chuán', 'guān']"
传见,"['chuán', 'jiàn']","['chuán', 'jiàn']"
传经,"['chuán', 'jīng']","['chuán', 'jīng']"
传种,"['chuán', 'zhǒng']","['chuán', 'zhǒng']"
传教,"['chuán', 'jiào']","['chuán', 'jiào']"
传家,"['chuán', 'jiā']","['chuán', 'jiā']"
传奇,"['chuán', 'qí']","['chuán', 'qí']"
传发,"['chuán', 'fā']","['chuán', 'fā']"
传单,"['chuán', 'dān']","['chuán', 'dān']"
传写,"['chuán', 'xiě']","['chuán', 'xiě']"
传令,"['chuán', 'lìng']","['chuán', 'lìng']"
上传,"['shàng', 'chuán']","['shàng', 'chuán']"
<unk>传,"['NA', 'chuán']","['NA', 'chuán']"
风传,"['NA', 'chuán']","['NA', 'chuán']"
谣传,"['NA', 'chuán']","['NA', 'chuán']"
讹传,"['NA', 'chuán']","['NA', 'chuán']"
言传,"['NA', 'chuán']","['NA', 'chuán']"
薪传,"['NA', 'chuán']","['NA', 'chuán']"
祖传,"['NA', 'chuán']","['NA', 'chuán']"
短传,"['NA', 'chuán']","['NA', 'chuán']"
真传,"['NA', 'chuán']","['NA', 'chuán']"
留传,"['NA', 'chuán']","['NA', 'chuán']"
电传,"['NA', 'chuán']","['NA', 'chuán']"
流传,"['NA', 'chuán']","['NA', 'chuán']"
拘传,"['NA', 'chuán']","['NA', 'chuán']"
约会,"['yuē', 'huì']","['yuē', 'huì']"
相会,"['xiāng', 'huì']","['xiāng', 'huì']"
盛会,"['shèng', 'huì']","['shèng', 'huì']"
将会,"['jiāng', 'huì']","['jiāng', 'huì']"
大会,"['dà', 'huì']","['dà', 'huì']"
和会,"['hé', 'huì']","['hé', 'huì']"
分会,"['fēn', 'huì']","['fēn', 'huì']"
体会,"['tǐ', 'huì']","['tǐ', 'huì']"
会见,"['huì', 'jiàn']","['huì', 'jiàn']"
会要,"['huì', 'yào']","['huì', 'yào']"
会盟,"['huì', 'méng']","['huì', 'méng']"
会期,"['huì', 'qī']","['huì', 'qī']"
会宁,"['huì', 'níng']","['huì', 'níng']"
会场,"['huì', 'chǎng']","['huì', 'chǎng']"
会员,"['huì', 'yuán']","['huì', 'yuán']"
会否,"['huì', 'fǒu']","['huì', 'fǒu']"
会同,"['huì', 'tóng']","['huì', 'tóng']"
会合,"['huì', 'hé']","['huì', 'hé']"
香会,"['NA', 'huì']","['NA', 'huì']"
估价,"['gū', 'jià']","['gū', 'jià']"
价格,"['jià', 'gé']","['jià', 'gé']"
高价,"['NA', 'jià']","['NA', 'jià']"
限价,"['NA', 'jià']","['NA', 'jià']"
班上,"['NA', 'shàng']","['NA', 'shàng']"
献上,"['NA', 'shàng']","['NA', 'shàng']"
犯上,"['NA', 'shàng']","['NA', 'shàng']"
爱上,"['NA', 'shàng']","['NA', 'shàng']"
爬上,"['NA', 'shàng']","['NA', 'shàng']"
淮上,"['NA', 'shàng']","['NA', 'shàng']"
海上,"['NA', 'shàng']","['NA', 'shàng']"
瞒哄,"['NA', 'hǒng']","['NA', 'hǒng']"
红堡,"['hóng', 'bǎo']","['hóng', 'bǎo']"
当红,"['dāng', 'hóng']","['dāng', 'hóng']"
发红,"['fā', 'hóng']","['fā', 'hóng']"
飞红,"['NA', 'hóng']","['NA', 'hóng']"
银红,"['NA', 'hóng']","['NA', 'hóng']"
透红,"['NA', 'hóng']","['NA', 'hóng']"
走红,"['NA', 'hóng']","['NA', 'hóng']"
腮红,"['NA', 'hóng']","['NA', 'hóng']"
萧红,"['NA', 'hóng']","['NA', 'hóng']"
花红,"['NA', 'hóng']","['NA', 'hóng']"
脸红,"['NA', 'hóng']","['NA', 'hóng']"
羞红,"['NA', 'hóng']","['NA', 'hóng']"
<unk>红,"['NA', 'hóng']","['NA', 'hóng']"
红<unk>,"['hóng', 'NA']","['hóng', 'NA']"
红颜,"['hóng', 'NA']","['hóng', 'NA']"
红领,"['hóng', 'NA']","['hóng', 'NA']"
红隼,"['hóng', 'NA']","['hóng', 'NA']"
红铜,"['hóng', 'NA']","['hóng', 'NA']"
红运,"['hóng', 'NA']","['hóng', 'NA']"
红轮,"['hóng', 'NA']","['hóng', 'NA']"
同济,"['tóng', 'jì']","['tóng', 'jì']"
同期,"['tóng', 'qī']","['tóng', 'qī']"
同化,"['tóng', 'huà']","['tóng', 'huà']"
雷同,"['NA', 'tóng']","['NA', 'tóng']"
随同,"['NA', 'tóng']","['NA', 'tóng']"
陪同,"['NA', 'tóng']","['NA', 'tóng']"
连同,"['NA', 'tóng']","['NA', 'tóng']"
趋同,"['NA', 'tóng']","['NA', 'tóng']"
赞同,"['NA', 'tóng']","['NA', 'tóng']"
认同,"['NA', 'tóng']","['NA', 'tóng']"
视同,"['NA', 'tóng']","['NA', 'tóng']"
苟同,"['NA', 'tóng']","['NA', 'tóng']"
等同,"['NA', 'tóng']","['NA', 'tóng']"
男同,"['NA', 'tóng']","['NA', 'tóng']"
求同,"['NA', 'tóng']","['NA', 'tóng']"
头号,"['tóu', 'hào']","['tóu', 'hào']"
号角,"['hào', 'jiǎo']","['hào', 'jiǎo']"
号脉,"['hào', 'mài']","['hào', 'mài']"
号称,"['hào', 'chēng']","['hào', 'chēng']"
号炮,"['hào', 'pào']","['hào', 'pào']"
号数,"['hào', 'shù']","['hào', 'shù']"
号头,"['hào', 'tóu']","['hào', 'tóu']"
号召,"['hào', 'zhào']","['hào', 'zhào']"
号令,"['hào', 'lìng']","['hào', 'lìng']"
单号,"['dān', 'hào']","['dān', 'hào']"
区号,"['qū', 'hào']","['qū', 'hào']"
别号,"['bié', 'hào']","['bié', 'hào']"
佛号,"['fó', 'hào']","['fó', 'hào']"
乘号,"['chéng', 'hào']","['chéng', 'hào']"
除号,"['NA', 'hào']","['NA', 'hào']"
问号,"['NA', 'hào']","['NA', 'hào']"
逗号,"['NA', 'hào']","['NA', 'hào']"
腿号,"['NA', 'hào']","['NA', 'hào']"
连号,"['NA', 'hào']","['NA', 'hào']"
账号,"['NA', 'hào']","['NA', 'hào']"
负号,"['NA', 'hào']","['NA', 'hào']"
<unk>号,"['NA', 'hào']","['NA', 'hào']"
合叶,"['hé', 'yè']","['hé', 'yè']"
叶脉,"['yè', 'mài']","['yè', 'mài']"
叶片,"['yè', 'piàn']","['yè', 'piàn']"
什叶,"['shí', 'yè']","['shí', 'yè']"
香叶,"['NA', 'yè']","['NA', 'yè']"
颞叶,"['NA', 'yè']","['NA', 'yè']"
额叶,"['NA', 'yè']","['NA', 'yè']"
顶叶,"['NA', 'yè']","['NA', 'yè']"
阔叶,"['NA', 'yè']","['NA', 'yè']"
银叶,"['NA', 'yè']","['NA', 'yè']"
针叶,"['NA', 'yè']","['NA', 'yè']"
单句,"['dān', 'jù']","['dān', 'jù']"
从句,"['cóng', 'jù']","['cóng', 'jù']"
造句,"['NA', 'jù']","['NA', 'jù']"
诗句,"['NA', 'jù']","['NA', 'jù']"
词句,"['NA', 'jù']","['NA', 'jù']"
警句,"['NA', 'jù']","['NA', 'jù']"
觅句,"['NA', 'jù']","['NA', 'jù']"
发胖,"['fā', 'pàng']","['fā', 'pàng']"
胖子,"['pàng', 'NA']","['pàng', 'NA']"
非分,"['NA', 'fèn']","['NA', 'fèn']"
辈分,"['NA', 'fèn']","['NA', 'fèn']"
身分,"['NA', 'fèn']","['NA', 'fèn']"
职分,"['NA', 'fèn']","['NA', 'fèn']"
缘分,"['NA', 'fèn']","['NA', 'fèn']"
组分,"['NA', 'fèn']","['NA', 'fèn']"
分裂,"['fēn', 'liè']","['fēn', 'liè']"
分节,"['fēn', 'jié']","['fēn', 'jié']"
分红,"['fēn', 'hóng']","['fēn', 'hóng']"
分相,"['fēn', 'xiàng']","['fēn', 'xiàng']"
分瓦,"['fēn', 'wǎ']","['fēn', 'wǎ']"
分派,"['fēn', 'pài']","['fēn', 'pài']"
分校,"['fēn', 'xiào']","['fēn', 'xiào']"
分期,"['fēn', 'qī']","['fēn', 'qī']"
分数,"['fēn', 'shù']","['fēn', 'shù']"
分担,"['fēn', 'dān']","['fēn', 'dān']"
分度,"['fēn', 'dù']","['fēn', 'dù']"
分属,"['fēn', 'shǔ']","['fēn', 'shǔ']"
分家,"['fēn', 'jiā']","['fēn', 'jiā']"
分头,"['fēn', 'tóu']","['fēn', 'tóu']"
分号,"['fēn', 'hào']","['fēn', 'hào']"
分发,"['fēn', 'fā']","['fēn', 'fā']"
分叉,"['fēn', 'chà']","['fēn', 'chà']"
分区,"['fēn', 'qū']","['fēn', 'qū']"
分化,"['fēn', 'huà']","['fēn', 'huà']"
分别,"['fēn', 'bié']","['fēn', 'bié']"
大通,"['dà', 'tōng']","['dà', 'tōng']"
大过,"['dà', 'guò']","['dà', 'guò']"
大解,"['dà', 'jiě']","['dà', 'jiě']"
大观,"['dà', 'guān']","['dà', 'guān']"
大要,"['dà', 'yào']","['dà', 'yào']"
大衣,"['dà', 'yī']","['dà', 'yī']"
大胜,"['dà', 'shèng']","['dà', 'shèng']"
大约,"['dà', 'yuē']","['dà', 'yuē']"
大系,"['dà', 'xì']","['dà', 'xì']"
大王,"['dà', 'wáng']","['dà', 'wáng']"
大烟,"['dà', 'yān']","['dà', 'yān']"
大有,"['dà', 'yǒu']","['dà', 'yǒu']"
大指,"['dà', 'zhǐ']","['dà', 'zhǐ']"
大度,"['dà', 'dù']","['dà', 'dù']"
大尉,"['dà', 'wèi']","['dà', 'wèi']"
大家,"['dà', 'jiā']","['dà', 'jiā']"
大大,"['dà', 'dà']","['dà', 'dà']"
大地,"['dà', 'dì']","['dà', 'dì']"
大员,"['dà', 'yuán']","['dà', 'yuán']"
大作,"['dà', 'zuò']","['dà', 'zuò']"
台大,"['tái', 'dà']","['tái', 'dà']"
南大,"['nán', 'dà']","['nán', 'dà']"
高大,"['NA', 'dà']","['NA', 'dà']"
马大,"['NA', 'dà']","['NA', 'dà']"
鱼露,"['NA', 'lù']","['NA', 'lù']"
露齿,"['lù', 'NA']","['lù', 'NA']"
露韩,"['lù', 'NA']","['lù', 'NA']"
露西,"['lù', 'NA']","['lù', 'NA']"
露袒,"['lù', 'NA']","['lù', 'NA']"
露营,"['lù', 'NA']","['lù', 'NA']"
已经,"['yǐ', 'jīng']","['yǐ', 'jīng']"
而已,"['NA', 'yǐ']","['NA', 'yǐ']"
吭气,"['kēng', 'NA']","['kēng', 'NA']"
熟铁,"['shú', 'NA']","['shú', 'NA']"
熟道,"['shú', 'NA']","['shú', 'NA']"
暖和,"['NA', 'huo']","['NA', 'huo']"
和解,"['hé', 'jiě']","['hé', 'jiě']"
和约,"['hé', 'yuē']","['hé', 'yuē']"
和服,"['hé', 'fú']","['hé', 'fú']"
和好,"['hé', 'hǎo']","['hé', 'hǎo']"
和乐,"['hé', 'lè']","['hé', 'lè']"
南和,"['nán', 'hé']","['nán', 'hé']"
饱和,"['NA', 'hé']","['NA', 'hé']"
顺和,"['NA', 'hé']","['NA', 'hé']"
雍和,"['NA', 'hé']","['NA', 'hé']"
违和,"['NA', 'hé']","['NA', 'hé']"
详和,"['NA', 'hé']","['NA', 'hé']"
讲和,"['NA', 'hé']","['NA', 'hé']"
蕴和,"['NA', 'hé']","['NA', 'hé']"
上校,"['shàng', 'xiào']","['shàng', 'xiào']"
上思,"['shàng', 'sī']","['shàng', 'sī']"
上市,"['shàng', 'shì']","['shàng', 'shì']"
上岗,"['shàng', 'gǎng']","['shàng', 'gǎng']"
上尉,"['shàng', 'wèi']","['shàng', 'wèi']"
上家,"['shàng', 'jiā']","['shàng', 'jiā']"
上好,"['shàng', 'hǎo']","['shàng', 'hǎo']"
上场,"['shàng', 'chǎng']","['shàng', 'chǎng']"
上合,"['shàng', 'hé']","['shàng', 'hé']"
上台,"['shàng', 'tái']","['shàng', 'tái']"
上任,"['shàng', 'rèn']","['shàng', 'rèn']"
上乘,"['shàng', 'chéng']","['shàng', 'chéng']"
上万,"['shàng', 'wàn']","['shàng', 'wàn']"
马上,"['NA', 'shàng']","['NA', 'shàng']"
<unk>上,"['NA', 'shàng']","['NA', 'shàng']"
顶上,"['NA', 'shàng']","['NA', 'shàng']"
附上,"['NA', 'shàng']","['NA', 'shàng']"
锁上,"['NA', 'shàng']","['NA', 'shàng']"
追上,"['NA', 'shàng']","['NA', 'shàng']"
迷上,"['NA', 'shàng']","['NA', 'shàng']"
跟上,"['NA', 'shàng']","['NA', 'shàng']"
赶上,"['NA', 'shàng']","['NA', 'shàng']"
<unk>上,"['NA', 'shàng']","['NA', 'shàng']"
至上,"['NA', 'shàng']","['NA', 'shàng']"
考上,"['NA', 'shàng']","['NA', 'shàng']"
网上,"['NA', 'shàng']","['NA', 'shàng']"
线上,"['NA', 'shàng']","['NA', 'shàng']"
端上,"['NA', 'shàng']","['NA', 'shàng']"
碰上,"['NA', 'shàng']","['NA', 'shàng']"
登上,"['NA', 'shàng']","['NA', 'shàng']"
甩上,"['NA', 'shàng']","['NA', 'shàng']"
佛家,"['fó', 'jiā']","['fó', 'jiā']"
首家,"['NA', 'jiā']","['NA', 'jiā']"
阖家,"['NA', 'jiā']","['NA', 'jiā']"
酒家,"['NA', 'jiā']","['NA', 'jiā']"
邻家,"['NA', 'jiā']","['NA', 'jiā']"
道家,"['NA', 'jiā']","['NA', 'jiā']"
返家,"['NA', 'jiā']","['NA', 'jiā']"
<unk>家,"['NA', 'jiā']","['NA', 'jiā']"
起家,"['NA', 'jiā']","['NA', 'jiā']"
<unk>家,"['NA', 'jiā']","['NA', 'jiā']"
苗家,"['NA', 'jiā']","['NA', 'jiā']"
良家,"['NA', 'jiā']","['NA', 'jiā']"
船家,"['NA', 'jiā']","['NA', 'jiā']"
自家,"['NA', 'jiā']","['NA', 'jiā']"
老家,"['NA', 'jiā']","['NA', 'jiā']"
待要,"['dài', 'yào']","['dài', 'yào']"
只要,"['zhǐ', 'yào']","['zhǐ', 'yào']"
高要,"['NA', 'yào']","['NA', 'yào']"
首要,"['NA', 'yào']","['NA', 'yào']"
须要,"['NA', 'yào']","['NA', 'yào']"
非要,"['NA', 'yào']","['NA', 'yào']"
需要,"['NA', 'yào']","['NA', 'yào']"
险要,"['NA', 'yào']","['NA', 'yào']"
要饭,"['yào', 'NA']","['yào', 'NA']"
要领,"['yào', 'NA']","['yào', 'NA']"
要<unk>,"['yào', 'NA']","['yào', 'NA']"
要闻,"['yào', 'NA']","['yào', 'NA']"
要钱,"['yào', 'NA']","['yào', 'NA']"
要道,"['yào', 'NA']","['yào', 'NA']"
要路,"['yào', 'NA']","['yào', 'NA']"
要账,"['yào', 'NA']","['yào', 'NA']"
要谎,"['yào', 'NA']","['yào', 'NA']"
预提,"['NA', 'tí']","['NA', 'tí']"
计提,"['NA', 'tí']","['NA', 'tí']"
菩提,"['NA', 'tí']","['NA', 'tí']"
<unk>提,"['NA', 'tí']","['NA', 'tí']"
汽提,"['NA', 'tí']","['NA', 'tí']"
摊提,"['NA', 'tí']","['NA', 'tí']"
提高,"['tí', 'NA']","['tí', 'NA']"
提领,"['tí', 'NA']","['tí', 'NA']"
提问,"['tí', 'NA']","['tí', 'NA']"
提醒,"['tí', 'NA']","['tí', 'NA']"
提速,"['tí', 'NA']","['tí', 'NA']"
提述,"['tí', 'NA']","['tí', 'NA']"
顺差,"['NA', 'chā']","['NA', 'chā']"
逆差,"['NA', 'chā']","['NA', 'chā']"
较差,"['NA', 'chā']","['NA', 'chā']"
误差,"['NA', 'chā']","['NA', 'chā']"
视差,"['NA', 'chā']","['NA', 'chā']"
级差,"['NA', 'chā']","['NA', 'chā']"
等差,"['NA', 'chā']","['NA', 'chā']"
球差,"['NA', 'chā']","['NA', 'chā']"
温差,"['NA', 'chā']","['NA', 'chā']"
朝见,"['cháo', 'jiàn']","['cháo', 'jiàn']"
可见,"['kě', 'jiàn']","['kě', 'jiàn']"
召见,"['zhào', 'jiàn']","['zhào', 'jiàn']"
高见,"['NA', 'jiàn']","['NA', 'jiàn']"
预见,"['NA', 'jiàn']","['NA', 'jiàn']"
闻见,"['NA', 'jiàn']","['NA', 'jiàn']"
驶往,"['NA', 'wǎng']","['NA', 'wǎng']"
逃往,"['NA', 'wǎng']","['NA', 'wǎng']"
赶往,"['NA', 'wǎng']","['NA', 'wǎng']"
神往,"['NA', 'wǎng']","['NA', 'wǎng']"
来往,"['NA', 'wǎng']","['NA', 'wǎng']"
既往,"['NA', 'wǎng']","['NA', 'wǎng']"
跟头,"['NA', 'tou']","['NA', 'tou']"
头骨,"['tóu', 'gǔ']","['tóu', 'gǔ']"
头重,"['tóu', 'zhòng']","['tóu', 'zhòng']"
头里,"['tóu', 'lǐ']","['tóu', 'lǐ']"
头角,"['tóu', 'jiǎo']","['tóu', 'jiǎo']"
头盖,"['tóu', 'gài']","['tóu', 'gài']"
头挡,"['tóu', 'dǎng']","['tóu', 'dǎng']"
头家,"['tóu', 'jiā']","['tóu', 'jiā']"
头头,"['tóu', 'tóu']","['tóu', 'tóu']"
头冠,"['tóu', 'guān']","['tóu', 'guān']"
埋头,"['mái', 'tóu']","['mái', 'tóu']"
喷头,"['pēn', 'tóu']","['pēn', 'tóu']"
从头,"['cóng', 'tóu']","['cóng', 'tóu']"
龙头,"['NA', 'tóu']","['NA', 'tóu']"
鱼头,"['NA', 'tóu']","['NA', 'tóu']"
魔头,"['NA', 'tóu']","['NA', 'tóu']"
马头,"['NA', 'tóu']","['NA', 'tóu']"
风头,"['NA', 'tóu']","['NA', 'tóu']"
额头,"['NA', 'tóu']","['NA', 'tóu']"
领头,"['NA', 'tóu']","['NA', 'tóu']"
韵头,"['NA', 'tóu']","['NA', 'tóu']"
零头,"['NA', 'tóu']","['NA', 'tóu']"
阑头,"['NA', 'tóu']","['NA', 'tóu']"
镜头,"['NA', 'tóu']","['NA', 'tóu']"
钵头,"['NA', 'tóu']","['NA', 'tóu']"
钟头,"['NA', 'tóu']","['NA', 'tóu']"
迎头,"['NA', 'tóu']","['NA', 'tóu']"
辔头,"['NA', 'tóu']","['NA', 'tóu']"
起头,"['NA', 'tóu']","['NA', 'tóu']"
话头,"['NA', 'tóu']","['NA', 'tóu']"
词头,"['NA', 'tóu']","['NA', 'tóu']"
认头,"['NA', 'tóu']","['NA', 'tóu']"
袁头,"['NA', 'tóu']","['NA', 'tóu']"
街头,"['NA', 'tóu']","['NA', 'tóu']"
虚头,"['NA', 'tóu']","['NA', 'tóu']"
葱头,"['NA', 'tóu']","['NA', 'tóu']"
菜头,"['NA', 'tóu']","['NA', 'tóu']"
花头,"['NA', 'tóu']","['NA', 'tóu']"
船头,"['NA', 'tóu']","['NA', 'tóu']"
肩头,"['NA', 'tóu']","['NA', 'tóu']"
聚头,"['NA', 'tóu']","['NA', 'tóu']"
零度,"['NA', 'dù']","['NA', 'dù']"
陡度,"['NA', 'dù']","['NA', 'dù']"
限度,"['NA', 'dù']","['NA', 'dù']"
阔度,"['NA', 'dù']","['NA', 'dù']"
速度,"['NA', 'dù']","['NA', 'dù']"
进度,"['NA', 'dù']","['NA', 'dù']"
轻度,"['NA', 'dù']","['NA', 'dù']"
跨度,"['NA', 'dù']","['NA', 'dù']"
超度,"['NA', 'dù']","['NA', 'dù']"
襟度,"['NA', 'dù']","['NA', 'dù']"
裁度,"['NA', 'dù']","['NA', 'dù']"
并排,"['bìng', 'pái']","['bìng', 'pái']"
并把,"['bìng', 'bǎ']","['bìng', 'bǎ']"
并且,"['bìng', 'qiě']","['bìng', 'qiě']"
裁并,"['NA', 'bìng']","['NA', 'bìng']"
整并,"['NA', 'bìng']","['NA', 'bìng']"
撤并,"['NA', 'bìng']","['NA', 'bìng']"
鲁蛇,"['NA', 'shé']","['NA', 'shé']"
<unk>蛇,"['NA', 'shé']","['NA', 'shé']"
<unk>蛇,"['NA', 'shé']","['NA', 'shé']"
